시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도,시설 경도,통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,,
강서구,11500000360,아이랑어린이집,가정,정상,7516,서울특별시 강서구 양천로3길 17 101동 106호(방화동, 개화산 동부센트레빌),02-2665-4552,02-2665-4553,,4,50,0,4,6,18,7,37.57320592,126.8061426,미운영,2008-03-19,,,,2022-03-17,야간연장,2,3,1,0,0,0,6,0,0,12,1,2,4,0,0,0,0,0,0,7,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,03:51.0,
강서구,11500000361,조이어린이집,가정,폐지,7643,서울특별시 강서구 수명로1길 16 마곡수명산파크 411동 105호 조이어린이집,02-6342-5207,02-2667-5206,http://cafe.naver.com/joynursery.cafe,4,70,0,4,0,20,0,37.55204,126.822624,미운영,2008-03-18,,,2021-01-01,2022-03-17,야간연장,2,1,2,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000359,푸른하늘어린이집,가정,폐지,7634,서울특별시 강서구 강서로47길 108 107동102호 푸른하늘어린이집,02-6084-7550,02-6084-7550,,4,63,0,4,0,20,0,37.553566,126.830536,미운영,2008-03-04,,,2021-03-10,2022-03-17,야간연장,2,2,1,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000358,소망어린이집,가정,폐지,7755,서울특별시 강서구 강서로18길 68-5 1층,02-2696-0601,02-2696-0651,,3,41,0,4,0,15,0,37.53462415,126.8495711,미운영,2008-03-03,,,2020-02-29,2022-03-17,일반,1,2,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000357,스마일어린이집,가정,폐지,7691,서울특별시 강서구 강서로 266 우장산아이파크e편한세상114동103호 스마일어린이집,02-6278-7737,02-6278-7737,suchung68@naver.com,3,85,0,4,0,20,0,37.55615809,126.8402639,미운영,2008-02-26,,,2016-05-31,2022-03-17,야간연장,2,2,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000356,e-다솔어린이집,가정,정상,7639,서울특별시 강서구 강서로45나길 15 101동 101호(내발산동, 수산오성아파트),02-2696-5621,02-2606-5621,http://cafe.naver.com/edasolcare,3,53,0,5,5,19,14,37.54860249,126.835403,미운영,2008-02-05,,,,2022-03-17,일반,1,1,1,0,0,0,6,0,0,9,0,5,6,0,0,0,3,0,0,14,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:50.0,
강서구,11500000355,하늘빛어린이집,가정,폐지,7691,서울특별시 강서구 강서로 266 109동 102호(화곡동, 우장산아이파크이편한세상아파트),02-2661-0318,,tree01010@hanmail.net,3,45,0,0,0,13,0,37.54932393,126.838627,미운영,2008-01-29,,,2015-09-18,2022-03-17,일반,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,
강서구,11500000353,아이삭어린이집,가정,정상,7634,서울특별시 강서구 강서로47길 108 106동 101호(내발산동, 마곡수명산파크1단지아파트),02-2667-1006,02-2667-1006,,4,69,0,5,6,20,12,37.553566,126.830536,미운영,2008-01-16,,,,2022-03-17,일반,2,2,2,0,0,0,3,0,0,9,0,7,5,0,0,0,0,0,0,12,0,0,0,0,0,1,4,0,0,0,0,0,1,0,6,03:51.0,
강서구,11500000345,꿈사랑어린이집,가정,정상,7634,서울특별시 강서구 강서로47길 108 104동 101호(내발산동, 마곡수명산파크1단지아파트),02-2667-1235,02-2667-1235,,3,84,0,4,5,19,9,37.553566,126.830536,미운영,2007-12-18,,,,2022-03-17,일반,2,1,1,0,0,0,2,0,0,6,0,0,5,0,0,0,4,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:51.0,
강서구,11500000342,미소담어린이집,민간,정상,7776,서울특별시 강서구 곰달래로18길 33-13 1층 (화곡동),02-2695-2220,02-2695-2220,,5,169,0,7,11,49,44,37.52906656,126.8427132,미운영,2007-12-05,,,,2022-03-17,일반,1,3,2,0,0,0,1,1,0,8,3,12,14,0,0,0,3,12,0,44,0,0,0,0,0,1,9,0,0,0,0,0,1,0,11,03:51.0,,
강서구,11500000338,노블키즈어린이집,가정,폐지,7634,서울특별시 강서구 강서로47길 108 109동 102호(내발산동, 마곡수명산파크1단지아파트),02-6012-2430,02-2667-2430,,3,70,0,6,0,20,0,37.553566,126.830536,미운영,2007-11-27,,,2016-05-31,2022-03-17,야간연장,0,5,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000337,쁘띠아미 에꼴 어린이집,민간,정상,7737,서울특별시 강서구 곰달래로53길 133 (화곡동),02-2647-4700,02-2647-4714,,8,242,1,9,14,81,56,37.53669201,126.8555667,운영,2007-11-22,,,,2022-03-17,일반,0,2,3,1,0,1,1,1,0,9,0,9,17,9,0,11,0,10,0,56,0,0,0,0,0,1,10,0,0,0,0,0,1,0,14,03:51.0,,
강서구,11500000339,늘사랑 어린이집,가정,폐지,7671,서울특별시 강서구 등촌로 163 102동 102호(등촌동, 등촌동아이파크아파트),02-2658-1342,,,3,79,0,4,0,20,0,37.5438096,126.8604482,미운영,2007-11-07,,,2016-08-31,2022-03-17,일반,0,4,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000335,지니어스 발산 어린이집,민간,휴지,7636,서울특별시 강서구 수명로2길 108 마곡수명산파크8단지802동관리동내,02-2665-1874,02-2665-1884,,3,66,0,3,0,25,0,37.551292,126.82883,미운영,2007-09-28,2021-10-22,2022-04-21,,2022-03-17,일반,0,3,2,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000336,푸른별어린이집,가정,폐지,7634,서울특별시 강서구 강서로47길 158 마곡수명산파크 201동104호,02-2667-2288,02-2667-2289,http://cafe.naver.com/bluestarfriends.cafe,4,58,0,8,0,20,0,37.55836699,126.833089,미운영,2007-09-20,,,2016-05-31,2022-03-17,야간연장,3,3,1,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000334,양지어린이집,민간,폐지,7720,서울특별시 강서구 가로공원로 229 (화곡동),02-2692-0279,02-2692-7879,http://cafe.naver.com/sun0279,4,114,0,10,0,39,0,37.5383507,126.841144,운영,2007-09-04,,,2019-04-04,2022-03-17,일반,1,4,6,1,0,0,7,1,0,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000354,유창어린이집,가정,정상,7681,서울특별시 강서구 우장산로2길 21-22 101동 103호(내발산동, 신세계5차),02-2663-2153,02-2663-2193,,3,79,0,4,6,20,20,37.55344957,126.8387022,운영,2007-08-14,,,,2022-03-17,일반,2,4,2,0,0,0,3,0,0,11,5,8,7,0,0,0,0,0,0,20,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6,03:51.0,
강서구,11500000332,썬에듀스쿨어린이집,민간,정상,7771,서울특별시 강서구 곰달래로15길 32 (화곡동),02-2694-1300,02-2606-3210,http://cafe.naver.com/sunedu1300,9,377,2,12,20,125,118,37.53164347,126.8396796,미운영,2007-06-20,,,,2022-03-17,일반,0,2,4,3,2,2,0,0,0,13,0,10,14,36,27,31,0,0,0,118,0,0,0,0,0,1,15,0,0,0,0,1,2,0,20,03:51.0,,
강서구,11500000331,레드로빈어린이집,가정,정상,7560,서울특별시 강서구 공항대로67길 29-12 세왕네스트빌 102호 레드로빈어린이집 (염창동),02-6737-0110,02-3663-0339,cafe.naver.com/redrobin,4,85,0,5,2,20,2,37.54993191,126.8696266,미운영,2007-05-28,,,,2022-03-17,일반,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,03:51.0,,
강서구,11500000426,아이사랑,법인·단체등,폐지,157832,서울 강서구 내발산2동 703-3,02-2693-5805,02-3663-3142,ilove7033,6,200,0,0,0,39,0,,,,2007-04-25,,,2011-03-25,2022-03-17,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000330,발산 빅스맘 어린이집,민간,정상,7693,서울특별시 강서구 우장산로2길 57 (내발산동),02-3664-8510,02-3663-3142,,6,120,0,8,3,39,4,37.55226369,126.8371822,운영,2007-04-25,,,,2022-03-17,일반,1,1,1,0,0,0,3,1,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,03:51.0,,
강서구,11500000329,토란어린이집,가정,정상,7593,서울특별시 강서구 방화대로34길 113 101동 105호(방화동, 방화삼성아파트),02-2649-6980,02-2649-6980,https://cafe.naver.com/toranmom,4,51,0,4,4,19,4,37.57187948,126.822184,미운영,2007-04-07,,,,2022-03-17,야간연장,1,1,1,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,03:52.0,
강서구,11500000218,단비가정어린이집,가정,폐지,157836,서울특별시 강서구 공항대로58나길 22 (등촌동),02-2642-3776,02-2642-3776,,3,87,0,0,1,20,0,37.55119672,126.8609639,미운영,2007-03-05,,,2015-04-06,2022-03-17,일반,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,03:51.0,,
강서구,11500000442,단비어린이집,가정,폐지,157836,서울 강서구 등촌2동  365-180,02-2642-3776,,019-583-3776,0,1,0,0,0,20,0,,,,2007-03-05,,,2009-12-03,2022-03-17,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000327,해맑은어린이집,가정,폐지,7703,서울특별시 강서구 화곡로13길 107 (화곡3동 1091) 화곡푸르지오 148-101,02-2697-7993,02-2697-7993,,4,62,0,4,0,20,0,37.54201489,126.8320753,미운영,2007-02-28,,,2021-04-30,2022-03-17,일반,2,1,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000324,화곡교회방과후어린이집,법인·단체등,폐지,7781,서울특별시 강서구 강서로10길 35 (화곡동),02-2699-6889,,,2,201,0,0,0,40,0,37.53040126,126.8496574,미운영,2007-02-26,,,2014-08-14,2022-03-17,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,,
강서구,11500000317,신태양어린이집,민간,폐지,7745,서울특별시 강서구 곰달래로31다길 25 (화곡동),02-2693-1921,02-844-3377,,10,1000,1,9,0,129,0,37.53362151,126.8526176,운영,2007-02-22,,,2020-04-01,2022-03-17,일반,0,8,8,3,3,2,0,1,0,25,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000318,모아어린이집,가정,폐지,7517,서울특별시 강서구 방화대로45길 78 101동 103호(방화동, 보람쉬움아파트),02-2661-8767,02-2661-8767,,4,60,1,5,0,19,0,37.57454965,126.8122467,미운영,2007-02-20,,,2018-02-28,2022-03-17,일반,1,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000321,토브키즈어린이집,가정,정상,7643,서울특별시 강서구 수명로1길 16 마곡택지개발지구 753번지 수명산파크 407-102,02-2667-7566,02-2667-3637,,4,59,0,4,5,17,6,37.55318982,126.8318264,미운영,2007-02-01,,,,2022-03-17,일반,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:52.0,,
강서구,11500000320,뜰아래어린이집,가정,폐지,7535,서울특별시 강서구 양천로67가길 49 201동 105호(염창동, 이너스 내안에 아파트),02-3664-5637,02-3664-5637,http://cafe.daum.net/i.mypepe.com,3,63,0,4,0,19,0,37.55391273,126.8706837,미운영,2007-01-29,,,2019-03-01,2022-03-17,일반,3,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000328,은진어린이집,가정,폐지,7648,서울특별시 강서구 공항대로 382 103동 104호(화곡동, 롯데낙천대아파트),02-2603-7218,,,4,51,0,4,0,19,0,37.55549872,126.8484749,미운영,2007-01-09,,,2020-01-29,2022-03-17,일반,2,2,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000325,혜시의사과나무어린이집,민간,정상,7705,서울특별시 강서구 강서로45길 37 (화곡동),02-2603-2888,,,8,383,1,10,18,116,104,37.54780486,126.8341003,운영,2006-12-29,,,,2022-03-17,일반,0,0,4,2,0,1,1,2,0,10,0,0,13,30,0,20,0,36,0,99,0,0,0,0,0,1,12,0,0,1,1,0,2,0,19,03:52.0,,
강서구,11500000313,열매어린이집,가정,정상,7712,서울특별시 강서구 강서로35길 47-5 (화곡3동 1047-6) 허벌빌 101호,02-2699-1045,,,3,46,0,11,7,15,5,37.54157446,126.8353616,미운영,2006-12-28,,,,2022-03-17,야간연장,3,2,3,0,0,0,7,0,0,15,0,1,4,0,0,0,0,0,0,5,0,0,0,0,0,1,6,0,0,0,0,0,0,0,7,03:51.0,,
강서구,11500000326,cec어린이집,민간,폐지,7710,서울특별시 강서구 화곡로13길 66 CEC어린이집 (화곡동),02-2696-5909,02-2601-5909,www.cyworld.com/cec5909,9,412,2,19,0,148,0,37.54273444,126.8330249,운영,2006-12-27,,,2018-09-19,2022-03-17,일반,0,0,0,2,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:50.0,,
강서구,11500000319,뽄다어린이집,가정,폐지,7768,서울특별시 강서구 강서로17라길 7-8,02-2648-0148,050-5264-0148,,4,68,0,0,0,20,0,37.53286077,126.8403227,운영,2006-12-02,,,2016-08-31,2022-03-17,야간연장,2,2,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000312,나무아래어린이집,가정,폐지,7705,서울특별시 강서구 강서로43길 17 101동 1호(화곡동, 신일골드빌),02-2692-3196,02-2692-3196,http://blog.naver.com/namoo3196,4,63,0,0,0,19,0,37.54674051,126.8353163,미운영,2006-12-01,,,2015-05-31,2022-03-17,일반,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000300,숲속나라어린이집,민간,정상,7730,서울특별시 강서구 까치산로4길 64-6 (화곡동),02-2695-1918,,,4,103,0,6,10,35,35,37.54026657,126.8458369,미운영,2006-11-27,,,,2022-03-17,일반,2,2,2,0,0,0,3,1,0,10,0,9,13,0,0,0,3,10,0,35,0,0,0,0,0,1,8,0,0,0,0,0,0,0,10,03:51.0,,
강서구,11500000304,꿈나무동산어린이집,가정,폐지,7781,서울특별시 강서구 강서로10길 31 (화곡동),02-2699-6889,,,4,60,0,7,0,14,0,37.53041719,126.8495361,운영,2006-11-10,,,2019-03-15,2022-03-17,일반,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000307,샤롯데어린이집,가정,폐지,7685,서울특별시 강서구 우장산로 82 101동 103호(화곡동, 길성그랑프리텔),02-2696-6881,02-2696-6885,www.cyworld/sgh1030,4,45,0,4,0,17,0,37.55216643,126.8451242,미운영,2006-11-10,,,2020-01-31,2022-03-17,일반,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000297,해아띠스쿨어린이집,민간,정상,7725,서울특별시 강서구 초록마을로6길 37-13,02-6085-7772,02-6085-7772,www.hat.pe.kr,6,253,2,7,15,94,77,37.54144706,126.8463397,미운영,2006-11-08,,,,2022-03-17,일반,0,2,2,0,0,0,1,3,0,8,0,10,14,0,0,0,4,49,0,77,0,0,0,0,0,1,12,0,0,0,0,0,1,0,15,03:52.0,,
강서구,11500000283,포도원어린이집,가정,정상,7509,서울특별시 강서구 금낭화로23길 8 110동 103호(방화동, 동성아파트),02-6092-2214,02-6092-2214,,3,60,0,4,8,19,18,37.57956404,126.8121772,미운영,2006-10-10,,,,2022-03-17,일반,2,3,1,0,0,0,4,0,0,10,0,10,5,0,0,0,3,0,0,18,0,0,0,0,0,1,6,0,0,0,0,0,0,0,8,03:52.0,
강서구,11500000308,현강유아교육어린이집,민간,정상,7722,서울특별시 강서구 까치산로10길 57 (화곡동),02-2603-5307,02-2695-5307,www.hyunkang.net,7,175,1,8,1,53,0,37.54246488,126.8464892,운영,2006-09-26,,,,2022-03-17,일반,0,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,1,03:52.0,,
강서구,11500000292,조은어린이집,가정,정상,7611,서울특별시 강서구 양천로6길 28 1206동 101호(방화동, 방화도시개발공사아파트),02-2661-4582,02-2661-4581,http://cafe.daum.net/joeun-child,3,43,0,3,6,16,15,37.57002938,126.8064883,미운영,2006-09-06,,,,2022-03-17,일반,2,2,2,0,0,0,5,0,0,11,5,4,6,0,0,0,0,0,0,15,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,03:51.0,
강서구,11500000285,수성어린이집,민간,정상,7763,서울특별시 강서구 가로공원로84길 27 (화곡동),02-2699-1322,02-2699-1311,,8,240,1,18,14,90,78,37.53741342,126.8402046,운영,2006-09-06,,,,2022-03-17,일반,0,1,2,1,1,1,1,2,0,9,0,0,13,14,14,20,4,13,0,78,0,0,0,0,0,1,10,0,0,0,0,0,1,0,14,03:51.0,,
강서구,11500000254,늘푸른베이비어린이집,민간,폐지,7767,서울특별시 강서구 가로공원로76가길 53 1층 (화곡동),02-2604-3220,02-2604-0606,,3,81,0,4,0,29,0,37.53405385,126.8417117,미운영,2006-08-16,,,2021-10-31,2022-03-17,일반,2,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000253,예은아트키즈어린이집,민간,폐지,157019,서울 강서구 화곡본동 102-320,02-2698-4096,02-2699-4097,,4,461,2,0,0,154,0,,,,2006-08-14,,,2011-05-03,2022-03-17,일반,0,0,1,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000043,파랑새 어린이집,민간,정상,7765,서울특별시 강서구 가로공원로84길 42 (화곡동),02-2699-9424,02-6499-0277,kid.com,6,167,1,7,4,63,11,37.53572847,126.8409368,운영,2006-08-07,,,,2022-03-17,일반,2,2,4,0,0,0,7,3,0,18,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,03:52.0,,
강서구,11500000142,엄마사랑어린이집,가정,정상,7509,서울특별시 강서구 금낭화로23길 8 101동 106호(방화동, 동성아파트),02-2661-9757,02-2661-9757,,3,47,0,4,5,15,8,37.57956404,126.8121772,미운영,2006-04-28,,,,2022-03-17,일반,0,2,2,0,0,0,3,0,0,7,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,03:51.0,
강서구,11500000019,배광 어린이집,민간,정상,7672,서울특별시 강서구 등촌로 101 (등촌동),02-2643-0126,070-4369-9499,cafe.daum.net/pkkids,4,105,1,5,9,39,28,37.53908608,126.8632188,운영,2006-04-25,,,,2022-03-17,일반,0,1,1,1,0,0,0,1,0,4,0,4,5,3,0,0,0,16,0,28,0,0,0,0,0,1,5,0,0,0,0,0,1,0,9,03:51.0,,
강서구,11500000213,새봄어린이집,가정,폐지,157883,서울 강서구 화곡1동 357-42,02-2690-9345,,,0,1,0,0,0,15,0,,,,2006-04-25,,,2010-03-05,2022-03-17,일반,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000207,대림어린이집,가정,정상,7579,서울특별시 강서구 공항대로39길 100 105동 103호(등촌동, 대림아파트),02-3662-6422,02-3661-6422,,3,60,0,4,7,20,10,37.56256102,126.8465416,미운영,2006-04-17,,,,2022-03-17,일반,2,1,1,0,0,0,2,0,0,6,4,3,3,0,0,0,0,0,0,10,0,0,0,0,0,1,4,0,0,0,0,0,1,0,7,03:51.0,
강서구,11500000222,태진한솔 어린이집,가정,폐지,157862,서울특별시 강서구 공항대로71길 54 103동 101호(염창동, 태진한솔아파트),02-6091-2279,,,3,53,0,0,0,19,0,37.54911525,126.8738231,미운영,2006-04-13,,,2016-08-31,2022-03-17,일반,0,1,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:52.0,
강서구,11500000038,화동교회방과후어린이집,법인·단체등,정상,7783,서울특별시 강서구 곰달래로 200 (화곡동),070-7169-9910,02-2608-3274,,5,300,1,12,7,60,52,37.53148578,126.8553736,미운영,2006-04-10,,,,2022-03-17,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,03:52.0,,
강서구,11500000266,베베키즈어린이집,가정,정상,7639,서울특별시 강서구 강서로45길 18 태승훼미리아파트 101동103호 (내발산동),02-2607-5595,02-2607-5595,http://cafe.daum.net/taeseungkingdom,4,52,0,5,3,18,7,37.54825438,126.835149,미운영,2006-04-10,,,,2022-03-17,일반,2,1,1,0,0,0,3,0,0,7,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,03:51.0,,
강서구,11500000072,가람 어린이집,민간,폐지,7735,서울특별시 강서구 곰달래로53길 112 (화곡동),02-2655-0644,070-7836-9078,,5,180,1,7,0,67,0,37.53602643,126.8565262,운영,2006-03-17,,,2021-02-28,2022-03-17,일반,1,2,1,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:50.0,,
강서구,11500000181,아이뜰어린이집,가정,정상,7764,서울특별시 강서구 강서로17가길 14 나동 101호(화곡동, 계명아파트),02-6401-9195,02-6401-9195,http://cafe.daum.net/ieddd,3,51,0,4,7,16,12,37.53380502,126.8446392,미운영,2006-03-13,,,,2022-03-17,일반,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7,03:51.0,
강서구,11500000273,별강서어린이집,민간,정상,7662,서울특별시 강서구 까치산로22길 10 (화곡동),02-2065-5151,,,6,148,0,12,12,49,31,37.54890179,126.8514758,미운영,2006-03-13,,,,2022-03-17,일반,8,6,2,0,0,0,1,0,0,17,11,20,0,0,0,0,0,0,0,31,0,0,0,0,0,1,10,0,0,0,0,0,1,0,12,03:51.0,,
강서구,11500000190,뿡뿡이어린이집,가정,폐지,7758,서울특별시 강서구 강서로16길 52 혜성펠리스빌라102호 (화곡동),02-2603-1513,,,2,46,0,4,0,14,0,37.53337123,126.8490279,미운영,2006-03-08,,,2020-11-13,2022-03-17,일반,2,1,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000184,강서구청어린이집,직장,정상,7663,서울특별시 강서구 화곡로44나길 72 1층,2층 강서구청어린이집,070-8879-0622,02-2602-0644,,4,198,0,18,13,49,32,37.54975175,126.8509501,미운영,2006-03-06,,,,2022-03-17,일반,0,2,2,1,0,0,0,0,0,5,0,8,11,13,0,0,0,0,0,32,0,0,0,0,0,1,9,0,0,0,0,0,1,0,13,03:50.0,
강서구,11500000053,세화어린이집,민간,폐지,7685,서울특별시 강서구 화곡로53길 56-14,02-2608-2293,02-2603-2294,www.yesarang1.co.kr,10,255,1,8,0,96,0,37.55202097,126.8466509,미운영,2006-02-23,,,2020-07-08,2022-03-17,일반,0,1,2,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000220,현대i어린이집,민간,정상,7651,서울특별시 강서구 강서로 348 우장산 힐스테이트 관리동 1층,02-2658-0175,02-2658-5378,,5,204,1,7,12,74,73,37.55626596,126.8390248,미운영,2006-02-17,,,,2022-03-17,야간연장,0,0,2,1,0,1,0,2,0,6,0,0,8,11,0,20,0,34,0,73,0,0,0,0,0,1,10,0,0,0,0,0,1,0,12,03:52.0,,
강서구,11500000060,상아베베어린이집,민간,폐지,7583,서울특별시 강서구 강서로56가길 55 1층 상아베베어린이집,02-2659-2744,02-3664-2744,,6,122,0,4,0,40,0,37.56204967,126.8402405,운영,2006-02-15,,,2016-05-18,2022-03-17,야간연장,1,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000070,예쁜어린이집,민간,휴지,7677,서울특별시 강서구 초록마을로 31 (화곡동),02-6082-4218,02-6082-4218,,4,97,0,0,0,29,0,37.54304027,126.8469126,운영,2006-02-13,2016-07-01,2017-06-30,,2022-03-17,일반,2,2,2,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,,
강서구,11500000147,자연어린이집,가정,정상,7617,서울특별시 강서구 방화대로 259 101동 104호(공항동,해태아파트),02-2662-0583,02-2662-0583,http://cafe.daum.net/jayeonkidshome,3,71,0,5,6,20,12,37.56355512,126.8152495,미운영,2006-02-06,,,,2022-03-17,일반,0,0,1,0,0,0,3,0,0,4,0,0,5,0,0,0,7,0,0,12,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6,03:51.0,
강서구,11500000063,보솜어린이집,민간,폐지,7588,서울특별시 강서구 공항대로43길 39 1106동 1층 6호(등촌동, 등촌주공11단지아파트),02-2658-0223,02-6739-0223,http://iseoul.seoul.go.kr,4,74,3,8,0,28,0,37.559254,126.849556,미운영,2006-01-16,,,2016-08-31,2022-03-17,일반,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,03:51.0,
강서구,11500000302,새빛어린이집,가정,정상,7718,서울특별시 강서구 화곡로18길 14-41 1층 새빛어린이집,02-2608-7830,02-2608-7830,,3,62,0,4,4,20,13,37.53912256,126.8343372,미운영,2005-12-29,,,,2022-03-17,일반,2,2,1,0,0,0,1,0,0,6,2,5,6,0,0,0,0,0,0,13,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,03:51.0,,
